Name,Rating,Position,General Position,Skills,Weakfoot,Age,Height(cm),Weight(kg),Workrate,Foot,Card Type,Nation,Club,League,Total Stats,Average Price,Median Price,Current Price,PAC,Acceleration,Sprint Speed,SHO,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,PAS,Vision,Crossing,FK.Acc.,Short Pass,Long Pass,Curve,DRI,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,DEF,Interceptions,Heading Acc.,Def. Awareness,Stand Tackle,Slide Tackle,PHY,Jumping,Stamina,Strength,Aggression
Gündoğan,84,CM,Midfielder,4,4,28,180,80,HIGH/MED,Right,ChampionsLeagueRare,Germany,Manchester City,ENG 1,2196,6916.77,5740.0,5657.0,66,67.0,66.0,74,78.0,71.0,77.0,74.0,75.0,76.0,84,86.0,78.0,74.0,88.0,85.0,85.0,84,77.0,77.0,85.0,88.0,84.0,87.0,72,77.0,50.0,75.0,74.0,67.0,71,61.0,71.0,73.0,70.0
Gnabry,84,RM,Midfielder,4,4,24,175,75,HIGH/MED,Right,ChampionsLeagueRare,Germany,Bayern München,GER 1,2083,9390.89,7080.0,14500.0,90,92.0,89.0,82,82.0,81.0,86.0,81.0,83.0,68.0,75,77.0,76.0,62.0,79.0,69.0,70.0,85,86.0,88.0,82.0,83.0,87.0,78.0,43,38.0,44.0,45.0,42.0,45.0,69,64.0,74.0,69.0,63.0
Sancho,84,RM,Midfielder,5,4,19,180,76,MED/LOW,Right,ChampionsLeagueRare,England,Borussia Dortmund,GER 1,1963,9075.19,7076.5,9600.0,88,89.0,87.0,72,78.0,78.0,68.0,62.0,80.0,57.0,77,83.0,78.0,48.0,83.0,59.0,81.0,90,91.0,90.0,84.0,88.0,92.0,80.0,36,29.0,37.0,32.0,45.0,34.0,60,51.0,77.0,59.0,43.0
João Cancelo,84,RB,Defender,4,3,25,182,74,HIGH/MED,Right,ChampionsLeagueRare,Portugal,Manchester City,ENG 1,2220,16486.77,15750.0,11500.0,90,89.0,90.0,65,78.0,58.0,80.0,68.0,62.0,46.0,80,78.0,86.0,69.0,81.0,75.0,82.0,84,82.0,79.0,84.0,84.0,85.0,82.0,78,78.0,68.0,79.0,80.0,80.0,71,72.0,92.0,60.0,73.0
Kepa,84,GK,Goalkeeper,1,4,23,186,85,MED/MED,Right,ChampionsLeagueRare,Spain,Chelsea,ENG 1,960,6758.74,5786.0,6600.0,84,34.0,33.0,82,15.0,11.0,65.0,14.0,18.0,24.0,86,57.0,25.0,19.0,51.0,53.0,25.0,85,41.0,39.0,78.0,16.0,10.0,63.0,34,21.0,18.0,19.0,18.0,16.0,80,71.0,37.0,51.0,18.0
Wijnaldum,84,CM,Midfielder,4,3,28,175,69,HIGH/HIGH,Right,ChampionsLeagueRare,Netherlands,Liverpool,ENG 1,2250,7258.77,6200.0,5660.0,77,79.0,76.0,73,78.0,70.0,78.0,71.0,73.0,74.0,78,78.0,69.0,67.0,85.0,79.0,76.0,85,81.0,84.0,83.0,85.0,85.0,86.0,76,78.0,74.0,76.0,78.0,69.0,78,79.0,93.0,72.0,74.0
Mandžukic,84,ST,Forward,3,3,33,190,85,HIGH/HIGH,Right,ChampionsLeagueRare,Croatia,Piemonte Calcio,ITA 1,2139,13895.44,12875.0,27500.0,68,61.0,73.0,80,90.0,85.0,83.0,61.0,86.0,76.0,71,74.0,72.0,49.0,75.0,67.0,64.0,76,65.0,55.0,88.0,79.0,76.0,80.0,65,66.0,90.0,59.0,64.0,60.0,86,85.0,81.0,87.0,88.0
Azpilicueta,84,RB,Defender,2,3,30,178,76,MED/MED,Right,ChampionsLeagueRare,Spain,Chelsea,ENG 1,2123,10441.82,8800.0,11942.0,70,73.0,68.0,55,62.0,46.0,68.0,60.0,51.0,66.0,77,74.0,81.0,58.0,80.0,80.0,68.0,73,72.0,73.0,86.0,77.0,69.0,78.0,85,86.0,75.0,85.0,87.0,86.0,76,77.0,83.0,70.0,84.0
José Callejón,84,RM,Midfielder,3,3,32,178,73,HIGH/HIGH,Right,ChampionsLeagueRare,Spain,Napoli,ITA 1,2072,7402.37,6500.0,8180.0,89,88.0,90.0,78,88.0,78.0,78.0,80.0,84.0,62.0,75,78.0,82.0,65.0,80.0,51.0,73.0,83,85.0,80.0,82.0,85.0,82.0,79.0,47,40.0,65.0,64.0,32.0,32.0,64,71.0,90.0,54.0,54.0
Willian José,84,ST,Forward,4,4,27,189,93,MED/LOW,Right,Inform,Brazil,Real Sociedad,ESP 1,2011,25080.0,22867.5,36362.0,71,67.0,73.0,85,90.0,87.0,87.0,78.0,72.0,82.0,70,80.0,55.0,61.0,80.0,51.0,70.0,77,67.0,39.0,83.0,82.0,78.0,80.0,42,36.0,88.0,42.0,33.0,31.0,83,80.0,71.0,92.0,76.0
Bergwijn,84,CAM,Midfielder,4,2,21,178,78,MED/MED,Right,Inform,Netherlands,PSV,NED 1,2087,20103.45,17718.5,23375.0,90,88.0,90.0,78,81.0,76.0,86.0,74.0,69.0,63.0,79,82.0,76.0,68.0,86.0,64.0,80.0,88,81.0,92.0,83.0,88.0,90.0,79.0,41,34.0,61.0,53.0,31.0,26.0,75,76.0,83.0,82.0,45.0
Nélson Semedo,84,LB,Defender,4,3,25,177,67,MED/HIGH,Right,Inform,Portugal,FC Barcelona,ESP 1,2127,81926.74,94833.0,41500.0,93,91.0,93.0,59,74.0,51.0,76.0,62.0,43.0,39.0,72,64.0,79.0,31.0,79.0,67.0,63.0,83,90.0,84.0,84.0,81.0,81.0,80.0,80,84.0,60.0,80.0,84.0,83.0,77,82.0,93.0,66.0,83.0
Plea,84,ST,Forward,4,3,26,181,79,HIGH/MED,Right,Inform,France,Borussia M.gladbach,GER 1,2138,20777.16,19291.5,29400.0,79,79.0,79.0,85,87.0,86.0,87.0,85.0,85.0,68.0,80,82.0,82.0,77.0,80.0,71.0,82.0,81,79.0,79.0,84.0,82.0,81.0,78.0,42,42.0,78.0,31.0,43.0,32.0,77,73.0,81.0,80.0,65.0
Acuña,84,LB,Defender,4,3,27,172,69,HIGH/HIGH,Left,Inform,Argentina,Sporting CP,POR 1,2381,20994.12,19045.0,22167.0,80,82.0,78.0,77,80.0,68.0,86.0,87.0,70.0,77.0,85,86.0,91.0,81.0,81.0,79.0,91.0,87,83.0,87.0,80.0,85.0,88.0,88.0,81,81.0,67.0,83.0,85.0,79.0,87,71.0,93.0,83.0,91.0
Diego Costa,83,ST,Forward,2,4,30,188,86,HIGH/MED,Right,ChampionsLeagueRare,Spain,Atlético de Madrid,ESP 1,2008,3463.09,2475.0,2700.0,73,71.0,75.0,82,84.0,85.0,83.0,74.0,81.0,75.0,64,74.0,65.0,59.0,65.0,52.0,62.0,76,56.0,51.0,83.0,82.0,77.0,83.0,49,40.0,84.0,58.0,39.0,30.0,85,63.0,74.0,90.0,93.0
Carrasco,83,LM,Midfielder,4,4,26,180,71,HIGH/MED,Right,Non-Inform,Belgium,Dalian Yifang,CHN 1,2047,4698.19,2939.5,7836.0,90,91.0,90.0,80,80.0,80.0,85.0,78.0,68.0,74.0,75,71.0,78.0,79.0,75.0,71.0,81.0,86,90.0,71.0,82.0,87.0,88.0,75.0,39,18.0,53.0,53.0,39.0,26.0,64,70.0,74.0,59.0,61.0
Lemar,83,LM,Midfielder,4,2,23,171,62,MED/MED,Left,ChampionsLeagueRare,France,Atlético de Madrid,ESP 1,2185,5780.18,4017.0,5529.0,83,83.0,83.0,76,78.0,75.0,79.0,78.0,76.0,68.0,82,84.0,83.0,81.0,84.0,75.0,85.0,85,87.0,86.0,79.0,86.0,85.0,80.0,59,66.0,54.0,55.0,59.0,63.0,67,69.0,77.0,64.0,63.0
Buffon,83,GK,Goalkeeper,1,2,40,192,92,MED/MED,Right,ChampionsLeagueRare,Italy,Piemonte Calcio,ITA 1,966,3651.38,2825.0,2467.0,78,37.0,30.0,77,12.0,15.0,56.0,13.0,17.0,22.0,74,50.0,13.0,13.0,37.0,35.0,20.0,80,55.0,49.0,80.0,28.0,26.0,70.0,34,28.0,13.0,13.0,11.0,11.0,91,71.0,34.0,69.0,38.0
Bernardeschi,83,RM,Midfielder,5,3,25,185,77,HIGH/MED,Left,ChampionsLeagueRare,Italy,Piemonte Calcio,ITA 1,2140,4242.62,3400.0,3617.0,81,82.0,81.0,75,78.0,68.0,82.0,82.0,74.0,72.0,81,82.0,82.0,80.0,85.0,71.0,82.0,87,85.0,79.0,80.0,88.0,88.0,82.0,60,66.0,54.0,66.0,54.0,50.0,66,49.0,79.0,67.0,52.0
Werner,83,ST,Forward,3,4,23,180,75,HIGH/MED,Right,ChampionsLeagueRare,Germany,RB Leipzig,GER 1,2000,10314.95,8433.0,17900.0,92,93.0,92.0,81,85.0,86.0,79.0,70.0,84.0,72.0,67,61.0,69.0,56.0,77.0,55.0,63.0,82,81.0,76.0,86.0,84.0,83.0,74.0,35,37.0,77.0,39.0,20.0,19.0,69,71.0,83.0,65.0,63.0
Paco Alcácer,83,ST,Forward,3,4,26,175,72,MED/LOW,Right,ChampionsLeagueRare,Spain,Borussia Dortmund,GER 1,2018,7877.13,5740.0,4900.0,79,81.0,78.0,84,86.0,86.0,82.0,84.0,85.0,71.0,68,67.0,53.0,85.0,79.0,51.0,85.0,81,84.0,84.0,85.0,82.0,78.0,84.0,36,26.0,78.0,45.0,24.0,22.0,63,67.0,65.0,64.0,57.0
Rabiot,83,CM,Midfielder,3,3,24,192,80,HIGH/MED,Left,ChampionsLeagueRare,France,Piemonte Calcio,ITA 1,2214,4443.47,3450.0,6400.0,73,71.0,74.0,74,76.0,69.0,80.0,79.0,72.0,67.0,79,80.0,70.0,59.0,85.0,83.0,73.0,81,79.0,72.0,83.0,84.0,79.0,84.0,77,80.0,77.0,70.0,81.0,75.0,80,73.0,80.0,83.0,76.0
Stones,83,CB,Defender,3,4,25,188,70,HIGH/MED,Right,ChampionsLeagueRare,England,Manchester City,ENG 1,1887,6116.86,5343.0,4480.0,68,65.0,71.0,36,49.0,29.0,46.0,38.0,27.0,44.0,70,67.0,62.0,29.0,82.0,75.0,47.0,72,60.0,59.0,82.0,80.0,69.0,82.0,84,81.0,83.0,85.0,85.0,82.0,77,75.0,77.0,77.0,79.0
Cuadrado,83,RM,Midfielder,5,3,31,179,72,HIGH/MED,Right,ChampionsLeagueRare,Colombia,Piemonte Calcio,ITA 1,2190,4920.1,4067.0,4500.0,91,90.0,92.0,72,78.0,64.0,84.0,80.0,70.0,65.0,77,76.0,78.0,69.0,81.0,69.0,78.0,87,91.0,81.0,78.0,85.0,90.0,80.0,66,62.0,58.0,63.0,70.0,74.0,67,74.0,74.0,58.0,78.0
William Carvalho,83,CDM,Midfielder,3,4,27,187,83,MED/MED,Right,Non-Inform,Portugal,Real Betis Balompié,ESP 1,1997,3213.89,1927.0,1129.0,42,37.0,46.0,57,63.0,52.0,69.0,55.0,50.0,60.0,77,81.0,68.0,50.0,81.0,85.0,80.0,74,45.0,47.0,74.0,81.0,78.0,89.0,79,81.0,74.0,80.0,80.0,72.0,85,67.0,83.0,91.0,78.0
Lo Celso,83,CM,Midfielder,4,3,23,177,68,HIGH/MED,Left,ChampionsLeagueRare,Argentina,Tottenham Hotspur,ENG 1,2185,3837.78,3050.0,3100.0,77,76.0,78.0,78,79.0,80.0,82.0,76.0,69.0,65.0,82,85.0,78.0,71.0,83.0,83.0,82.0,84,83.0,79.0,82.0,86.0,85.0,81.0,65,71.0,57.0,61.0,67.0,62.0,72,63.0,79.0,70.0,72.0
Rabiot,83,CM,Midfielder,3,3,24,192,80,HIGH/MED,Left,Non-Inform,France,Piemonte Calcio,ITA 1,2214,3899.03,2851.5,2714.0,73,71.0,74.0,74,76.0,69.0,80.0,79.0,72.0,67.0,79,80.0,70.0,59.0,85.0,83.0,73.0,81,79.0,72.0,83.0,84.0,79.0,84.0,77,80.0,77.0,70.0,81.0,75.0,80,73.0,80.0,83.0,76.0
Grimaldo,83,LB,Defender,3,2,24,171,69,HIGH/MED,Left,Non-Inform,Spain,SL Benfica,POR 1,2204,5898.73,4047.5,4667.0,85,86.0,84.0,63,75.0,50.0,79.0,79.0,58.0,51.0,79,68.0,84.0,81.0,81.0,79.0,85.0,84,84.0,86.0,83.0,83.0,84.0,81.0,77,81.0,65.0,75.0,78.0,79.0,71,64.0,90.0,63.0,68.0
Marco Asensio,83,LW,Forward,4,3,23,182,76,HIGH/MED,Left,Non-Inform,Spain,Real Madrid,ESP 1,2073,4772.79,3695.5,3225.0,81,83.0,80.0,80,81.0,78.0,86.0,84.0,79.0,62.0,82,82.0,82.0,76.0,82.0,81.0,83.0,84,79.0,76.0,78.0,87.0,85.0,83.0,43,45.0,57.0,40.0,42.0,39.0,62,58.0,79.0,61.0,45.0
Ben Yedder,83,ST,Forward,4,5,29,170,68,HIGH/HIGH,Right,Non-Inform,France,AS Monaco,FRA 1,2097,7975.25,4771.0,4825.0,84,88.0,81.0,82,89.0,88.0,81.0,69.0,83.0,76.0,77,80.0,74.0,76.0,80.0,66.0,80.0,85,90.0,89.0,83.0,84.0,85.0,84.0,39,44.0,74.0,34.0,33.0,26.0,61,78.0,68.0,59.0,55.0
Acerbi,83,CB,Defender,3,3,31,192,88,MED/MED,Left,Non-Inform,Italy,Lazio,ITA 1,1882,4491.55,3055.0,1342.0,56,61.0,52.0,50,20.0,37.0,75.0,60.0,39.0,72.0,61,65.0,25.0,56.0,73.0,77.0,62.0,64,33.0,35.0,83.0,72.0,65.0,85.0,86,86.0,82.0,87.0,86.0,85.0,82,66.0,82.0,86.0,75.0
Aránguiz,83,CM,Midfielder,3,4,30,171,70,MED/MED,Right,Non-Inform,Chile,Bayer 04 Leverkusen,GER 1,2193,2842.34,1689.5,940.0,63,72.0,55.0,72,76.0,66.0,80.0,77.0,68.0,76.0,82,81.0,78.0,76.0,85.0,84.0,75.0,81,80.0,86.0,86.0,83.0,79.0,81.0,74,82.0,53.0,76.0,74.0,72.0,73,61.0,87.0,64.0,80.0
Zaha,83,CF,Forward,5,3,26,180,66,HIGH/LOW,Right,Non-Inform,Ivory Coast,Crystal Palace,ENG 1,1953,5615.01,3271.0,3029.0,91,88.0,93.0,76,78.0,78.0,81.0,70.0,64.0,66.0,72,76.0,78.0,51.0,75.0,65.0,57.0,87,87.0,81.0,77.0,87.0,90.0,81.0,27,23.0,47.0,22.0,29.0,28.0,74,58.0,76.0,74.0,73.0
Pablo Sarabia,83,CAM,Midfielder,4,4,27,174,70,HIGH/MED,Left,Non-Inform,Spain,Paris Saint-Germain,FRA 1,2052,2943.85,2084.0,1100.0,75,74.0,75.0,76,82.0,78.0,76.0,77.0,64.0,69.0,82,84.0,84.0,74.0,83.0,79.0,84.0,84,79.0,80.0,77.0,85.0,86.0,74.0,57,58.0,61.0,60.0,54.0,49.0,57,32.0,71.0,57.0,46.0
Sané,83,CB,Defender,2,3,29,196,85,MED/HIGH,Right,Inform,Senegal,FC Schalke 04,GER 1,1910,20873.31,18289.0,53324.0,65,61.0,68.0,55,53.0,41.0,86.0,61.0,29.0,48.0,67,63.0,58.0,59.0,75.0,75.0,34.0,66,56.0,37.0,80.0,72.0,63.0,75.0,84,82.0,93.0,78.0,89.0,80.0,84,48.0,71.0,93.0,82.0
Rodrigo,83,ST,Forward,4,3,28,182,77,HIGH/MED,Left,ChampionsLeagueRare,Spain,Valencia CF,ESP 1,2091,4237.69,3775.0,4033.0,90,88.0,91.0,80,83.0,80.0,83.0,76.0,77.0,77.0,74,77.0,72.0,67.0,80.0,58.0,83.0,81,81.0,74.0,82.0,82.0,82.0,80.0,44,31.0,80.0,44.0,41.0,40.0,70,77.0,74.0,71.0,60.0
Mendy,83,LB,Defender,3,3,25,185,85,HIGH/LOW,Left,Inform,France,Manchester City,ENG 1,2137,47736.39,46167.0,49306.0,85,79.0,89.0,53,75.0,34.0,82.0,67.0,32.0,51.0,81,79.0,91.0,35.0,84.0,72.0,84.0,81,71.0,69.0,84.0,82.0,83.0,83.0,81,82.0,68.0,81.0,83.0,84.0,81,74.0,78.0,83.0,78.0
Henderson,83,CDM,Midfielder,3,3,29,182,80,HIGH/HIGH,Right,ChampionsLeagueRare,England,Liverpool,ENG 1,2202,4318.09,2880.0,2300.0,64,65.0,64.0,70,75.0,67.0,77.0,71.0,71.0,64.0,83,83.0,82.0,74.0,84.0,84.0,80.0,77,69.0,70.0,84.0,81.0,76.0,78.0,78,80.0,65.0,79.0,80.0,76.0,80,77.0,90.0,74.0,82.0
Szoboszlai,83,CAM,Midfielder,4,4,18,186,74,MED/LOW,Right,Inform,Hungary,Red Bull Salzburg,AUT 1,2235,25948.03,23167.0,55000.0,90,85.0,93.0,83,74.0,80.0,86.0,89.0,83.0,83.0,87,88.0,79.0,94.0,88.0,88.0,95.0,88,86.0,80.0,76.0,90.0,89.0,84.0,46,39.0,72.0,43.0,47.0,32.0,74,81.0,78.0,78.0,55.0
Stindl,83,CAM,Midfielder,4,4,31,181,80,MED/MED,Right,Inform,Germany,Borussia M.gladbach,GER 1,2223,19026.95,18219.0,16250.0,70,72.0,67.0,84,88.0,82.0,85.0,85.0,87.0,84.0,82,87.0,77.0,72.0,86.0,72.0,80.0,82,72.0,80.0,87.0,85.0,80.0,86.0,62,63.0,67.0,62.0,64.0,52.0,75,75.0,78.0,71.0,77.0
Carrasco,83,LM,Midfielder,4,4,24,180,71,HIGH/MED,Right,Non-Inform,Belgium,Atlético de Madrid,ESP 1,2047,4379.7,3850.0,2133.0,90,91.0,90.0,80,80.0,80.0,85.0,78.0,68.0,74.0,75,71.0,78.0,79.0,75.0,71.0,81.0,86,90.0,71.0,82.0,87.0,88.0,75.0,39,18.0,53.0,53.0,39.0,26.0,64,70.0,74.0,59.0,61.0
Carrasco,83,LM,Midfielder,4,4,24,180,71,HIGH/MED,Right,ChampionsLeagueRare,Belgium,Atlético de Madrid,ESP 1,2047,5069.3,4700.0,4000.0,90,91.0,90.0,80,80.0,80.0,85.0,78.0,68.0,74.0,75,71.0,78.0,79.0,75.0,71.0,81.0,86,90.0,71.0,82.0,87.0,88.0,75.0,39,18.0,53.0,53.0,39.0,26.0,64,70.0,74.0,59.0,61.0
Paco Alcácer,83,ST,Forward,3,4,25,175,72,MED/LOW,Right,Non-Inform,Spain,Villarreal CF,ESP 1,2018,3617.78,2856.0,963.0,79,81.0,78.0,84,86.0,86.0,82.0,84.0,85.0,71.0,68,67.0,53.0,85.0,79.0,51.0,85.0,81,84.0,84.0,85.0,82.0,78.0,84.0,36,26.0,78.0,45.0,24.0,22.0,63,67.0,65.0,64.0,57.0
Stepanenko,83,CDM,Midfielder,3,3,30,181,76,MED/HIGH,Left,EuropaLeagueMOTM,Ukraine,Shakhtar Donetsk,UKR 1,2124,11609.25,11125.0,13500.0,71,75.0,67.0,64,62.0,55.0,78.0,73.0,58.0,54.0,75,71.0,65.0,46.0,84.0,80.0,62.0,74,66.0,77.0,82.0,82.0,67.0,85.0,82,86.0,72.0,83.0,83.0,80.0,84,74.0,86.0,79.0,92.0
Sidnei,83,CB,Defender,2,2,30,185,80,HIGH/MED,Right,Inform,Brazil,Real Betis Balompié,ESP 1,1951,31202.66,28201.5,83926.0,73,71.0,73.0,60,57.0,55.0,78.0,58.0,36.0,63.0,64,52.0,61.0,40.0,75.0,70.0,37.0,70,49.0,40.0,80.0,80.0,67.0,76.0,83,86.0,80.0,79.0,85.0,81.0,85,80.0,67.0,96.0,79.0
Gignac,83,CF,Forward,3,3,33,187,91,MED/MED,Right,Inform,France,Tigres U.A.N.L.,MEX 1,2109,21087.72,17750.0,50000.0,74,76.0,72.0,86,84.0,87.0,88.0,82.0,81.0,81.0,74,75.0,75.0,72.0,74.0,70.0,80.0,77,70.0,57.0,83.0,77.0,78.0,85.0,46,54.0,83.0,35.0,43.0,24.0,86,74.0,73.0,94.0,82.0
Almirón,83,CAM,Midfielder,4,2,25,174,63,HIGH/HIGH,Left,MOTM,Paraguay,Newcastle United,ENG 1,2128,16275.44,16500.0,16900.0,91,91.0,91.0,81,81.0,79.0,85.0,79.0,82.0,75.0,81,83.0,76.0,74.0,85.0,74.0,78.0,84,90.0,66.0,81.0,84.0,86.0,78.0,51,53.0,45.0,45.0,56.0,52.0,66,48.0,88.0,55.0,68.0
Verdi,83,LM,Midfielder,4,5,27,171,61,HIGH/MED,Left,TOTWMoments,Italy,Torino,ITA 1,2156,31686.31,26917.0,53833.0,90,91.0,88.0,78,81.0,71.0,86.0,82.0,79.0,72.0,84,84.0,86.0,88.0,82.0,79.0,88.0,86,95.0,93.0,80.0,86.0,83.0,80.0,50,37.0,43.0,57.0,50.0,62.0,58,55.0,76.0,50.0,52.0
Raúl García,83,CAM,Midfielder,3,3,33,184,83,HIGH/MED,Right,Inform,Spain,Athletic Club de Bilbao,ESP 1,2254,29746.78,27220.0,50921.0,52,48.0,54.0,87,89.0,87.0,90.0,91.0,58.0,83.0,83,85.0,80.0,70.0,85.0,83.0,74.0,80,59.0,65.0,85.0,86.0,81.0,86.0,75,71.0,93.0,71.0,77.0,65.0,86,83.0,79.0,87.0,89.0
Diogo Jota,83,LW,Forward,4,5,22,178,73,HIGH/HIGH,Right,EuropaLeagueMOTM,Portugal,Wolverhampton Wanderers,ENG 1,2197,14672.17,14354.0,18250.0,86,91.0,81.0,83,88.0,83.0,88.0,79.0,80.0,67.0,74,77.0,70.0,61.0,76.0,71.0,80.0,87,90.0,89.0,83.0,87.0,87.0,87.0,56,57.0,54.0,56.0,57.0,46.0,79,68.0,83.0,73.0,88.0
Fazio,83,CB,Defender,2,2,32,195,85,MED/MED,Right,Inform,Argentina,Roma,ITA 1,1704,26153.63,25500.0,40516.0,40,40.0,40.0,44,34.0,44.0,67.0,27.0,37.0,27.0,57,49.0,46.0,39.0,67.0,63.0,48.0,58,31.0,33.0,80.0,73.0,50.0,85.0,86,83.0,94.0,84.0,87.0,80.0,85,43.0,72.0,93.0,88.0
Benrahma,83,LW,Forward,4,4,24,172,67,HIGH/LOW,Right,Inform,Algeria,Brentford,ENG 2,2125,24725.09,22500.0,36813.0,88,89.0,86.0,86,82.0,87.0,87.0,86.0,81.0,76.0,85,90.0,88.0,81.0,83.0,75.0,85.0,86,91.0,69.0,75.0,82.0,90.0,73.0,44,45.0,59.0,52.0,36.0,26.0,61,65.0,79.0,53.0,54.0
Pozuelo,83,CAM,Midfielder,4,5,28,170,73,HIGH/MED,Right,TOTWMoments,Spain,Toronto FC,USA 1,2112,23485.47,20625.0,34000.0,70,72.0,67.0,78,80.0,75.0,79.0,81.0,72.0,78.0,82,84.0,75.0,77.0,86.0,78.0,80.0,87,81.0,88.0,84.0,88.0,87.0,85.0,52,57.0,50.0,53.0,54.0,37.0,64,64.0,83.0,55.0,62.0
Rúben Dias,83,CB,Defender,2,4,22,186,82,MED/HIGH,Right,Inform,Portugal,SL Benfica,POR 1,1830,26728.99,27259.0,24000.0,70,68.0,70.0,41,42.0,31.0,79.0,23.0,32.0,48.0,55,37.0,37.0,28.0,78.0,63.0,36.0,63,50.0,58.0,79.0,66.0,59.0,82.0,85,79.0,86.0,88.0,87.0,80.0,86,79.0,89.0,81.0,95.0
Kramarić,83,ST,Forward,4,4,28,177,73,MED/MED,Right,SummerHeatNominee,Croatia,TSG 1899 Hoffenheim,GER 1,2051,,,,73,76.0,70.0,85,84.0,86.0,83.0,85.0,85.0,90.0,73,72.0,76.0,74.0,79.0,53.0,79.0,85,83.0,83.0,83.0,85.0,86.0,82.0,30,21.0,69.0,35.0,20.0,26.0,71,69.0,77.0,67.0,73.0
Reguilón,83,LB,Defender,2,3,22,178,68,HIGH/MED,Left,Inform,Spain,Sevilla FC,ESP 1,2106,31091.68,31598.0,44450.0,90,91.0,90.0,55,73.0,47.0,68.0,59.0,49.0,46.0,74,67.0,78.0,44.0,81.0,67.0,72.0,80,82.0,77.0,82.0,81.0,80.0,76.0,81,82.0,77.0,83.0,81.0,79.0,74,70.0,81.0,69.0,74.0
Hysaj,83,LB,Defender,3,3,25,182,70,MED/MED,Right,Inform,Albania,Napoli,ITA 1,2043,34375.38,34000.0,40083.0,83,81.0,83.0,54,66.0,49.0,72.0,45.0,42.0,42.0,72,62.0,79.0,31.0,81.0,74.0,42.0,80,80.0,73.0,84.0,82.0,77.0,81.0,82,84.0,69.0,80.0,85.0,84.0,78,71.0,91.0,70.0,83.0
Rabiot,83,CM,Midfielder,3,3,24,192,80,HIGH/MED,Left,SummerHeatNominee,France,Piemonte Calcio,ITA 1,2214,,,,73,71.0,74.0,74,76.0,69.0,80.0,79.0,72.0,67.0,79,80.0,70.0,59.0,85.0,83.0,73.0,81,79.0,72.0,83.0,84.0,79.0,84.0,77,80.0,77.0,70.0,81.0,75.0,80,73.0,80.0,83.0,76.0
Frei,83,CDM,Midfielder,3,3,30,183,80,MED/MED,Right,EuropaLeagueMOTM,Switzerland,FC Basel,CHE 1,2380,17092.73,14500.0,28333.0,75,72.0,76.0,82,87.0,78.0,87.0,83.0,85.0,85.0,85,88.0,83.0,75.0,86.0,83.0,83.0,82,82.0,77.0,82.0,85.0,78.0,86.0,83,84.0,84.0,84.0,80.0,77.0,84,81.0,94.0,84.0,71.0
Limbombe,83,LW,Forward,4,5,25,177,72,HIGH/MED,Right,WinterRefresh,Belgium,FC Nantes,FRA 1,2220,22212.78,19541.5,16714.0,90,87.0,92.0,85,83.0,82.0,96.0,88.0,86.0,56.0,77,58.0,91.0,78.0,79.0,67.0,89.0,83,92.0,89.0,73.0,80.0,83.0,75.0,63,56.0,42.0,71.0,66.0,60.0,70,90.0,76.0,65.0,70.0
Baldé,83,ST,Forward,4,4,24,181,80,HIGH/LOW,Right,TOTWMoments,Senegal,AS Monaco,FRA 1,2041,23402.41,19146.0,43250.0,94,95.0,94.0,81,82.0,83.0,83.0,78.0,72.0,63.0,76,76.0,79.0,54.0,80.0,67.0,73.0,88,85.0,82.0,80.0,90.0,88.0,83.0,31,33.0,62.0,18.0,31.0,29.0,74,70.0,75.0,79.0,57.0
Alexander-Arnold,83,RB,Defender,3,4,20,180,69,HIGH/MED,Right,ChampionsLeagueRare,England,Liverpool,ENG 1,2156,10633.52,9367.0,12970.0,80,79.0,81.0,62,73.0,56.0,76.0,63.0,50.0,55.0,82,78.0,88.0,80.0,81.0,82.0,82.0,78,74.0,74.0,82.0,82.0,76.0,75.0,78,79.0,68.0,76.0,83.0,79.0,70,66.0,83.0,62.0,73.0
Sánchez,83,CB,Defender,2,3,23,187,79,MED/HIGH,Right,ChampionsLeagueRare,Colombia,Tottenham Hotspur,ENG 1,1827,7594.39,6583.0,4100.0,74,68.0,79.0,45,34.0,40.0,66.0,44.0,28.0,44.0,57,49.0,36.0,27.0,76.0,67.0,30.0,67,60.0,55.0,79.0,73.0,63.0,75.0,83,82.0,80.0,82.0,84.0,86.0,81,75.0,75.0,83.0,87.0
Garay,83,CB,Defender,2,3,32,189,90,MED/MED,Right,ChampionsLeagueCommon,Argentina,Valencia CF,ESP 1,1932,4890.2,3443.0,14467.0,43,40.0,45.0,60,42.0,51.0,80.0,64.0,49.0,69.0,67,63.0,62.0,74.0,72.0,72.0,55.0,62,51.0,33.0,77.0,70.0,60.0,77.0,82,83.0,80.0,82.0,83.0,83.0,81,79.0,66.0,90.0,80.0
Matheus Cunha,83,ST,Forward,4,4,20,184,75,MED/MED,Right,SBCReward,Brazil,RB Leipzig,GER 1,2074,,,,85,86.0,83.0,86,88.0,87.0,89.0,86.0,73.0,69.0,70,76.0,71.0,62.0,70.0,62.0,70.0,89,84.0,81.0,77.0,90.0,92.0,78.0,34,17.0,77.0,38.0,29.0,29.0,75,86.0,82.0,72.0,70.0
